date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016-01-11T17:40:00.000Z,230,70,19.9266666666667,45.8633333333333,19.3566666666667,44.4,19.79,44.9,18.89,46.43,17.1,55, 6.190000000000000391,87.8666666666667,17.2475,42.7175,18.1,48.59,17,45.29, 5.9666666666666703e+00,734.366666666667,91.3333333333333, 5.66666666666666963,40, 4.6333333333333302e+00,10.2987287449650466442,10.2987287449650466442
2016-01-11T17:50:00.000Z,580,60,20.0666666666667,46.3966666666667,19.4266666666667,44.4,19.79,44.8266666666667,19,46.43,17.1,55, 6.123333333333330408,87.9933333333333,17.53,44.2633333333333,18.0666666666667,48.6333333333333,16.89,45.29, 5.9833333333333298e+00,734.433333333333,91.1666666666667, 5.83333333333333037,40, 4.6166666666666698e+00, 8.8278376264497637749, 8.8278376264497637749
2016-01-11T18:00:00.000Z,430,50,20.1333333333333,48,19.5666666666667,44.4,19.89,44.9,19,46.3633333333333,17.1,55.09, 6.123333333333330408,88.59,17.8233333333333,45.4933333333333,18.0666666666667,48.56,16.9633333333333,45.29, 6.0000000000000000e+00,734.5,91, 6.00000000000000000,40, 4.5999999999999996e+00,34.3511423328891396523,34.3511423328891396523
2016-01-11T18:10:00.000Z,250,40,20.26,52.7266666666667,19.73,45.1,19.89,45.4933333333333,19,47.2233333333333,17.1,55.1633333333333, 6.067499999999999893,88.215,17.9633333333333,46.16,18.0333333333333,48.6666666666667,16.89,45.3266666666667, 6.0000000000000000e+00,734.616666666667,90.5, 6.00000000000000000,40, 4.5166666666666702e+00,19.2051859106868505478,19.2051859106868505478
2016-01-11T18:20:00.000Z,100,10,20.4266666666667,55.8933333333333,19.8566666666667,45.8333333333333,20.0333333333333,47.5266666666667,19,48.6966666666667,17.1,55.5, 5.900000000000000355,88.1566666666667,17.9633333333333,45.5333333333333,18.1,49.1933333333333,16.89,45.345, 6.0000000000000000e+00,734.733333333333,90, 6.00000000000000000,40, 4.4333333333333300e+00,38.4920709999278187752,38.4920709999278187752
2016-01-11T18:30:00.000Z,100,10,20.5666666666667,53.8933333333333,20.0333333333333,46.7566666666667,20.1,48.4666666666667,19,48.49,17.15,56.0425, 5.799999999999999822,88.3666666666667,17.89,44.9266666666667,18.15,49.2,16.89,45.3266666666667, 6.0000000000000000e+00,734.85,89.5, 6.00000000000000000,40, 4.3499999999999996e+00,24.8849621042609214783,24.8849621042609214783
2016-01-11T18:40:00.000Z,90,10,20.73,52.66,20.1666666666667,47.2233333333333,20.2,48.53,18.9266666666667,48.1566666666667,17.1666666666667,56.49, 5.726666666666670125,88.16,17.76,44.2666666666667,18.23,49.6333333333333,16.89,45.29, 6.0000000000000000e+00,734.966666666667,89, 6.00000000000000000,40, 4.2666666666666702e+00,35.8809254132211208344,35.8809254132211208344
2016-01-11T18:50:00.000Z,70,30,20.8566666666667,53.66,20.2,47.0566666666667,20.2,48.4475,18.89,47.9633333333333,17.2,56.9333333333333, 5.526666666666669947,87.3,17.7,43.7266666666667,18.3566666666667,50.0266666666667,16.89,45.29, 6.0000000000000000e+00,735.083333333333,88.5, 6.00000000000000000,40, 4.1833333333333300e+00,49.5953047415241599083,49.5953047415241599083
2016-01-11T19:00:00.000Z,80,30,20.89,51.1933333333333,20.2,46.33,20.2,48.1933333333333,18.9633333333333,48.63,17.2,57.06, 5.333333333333330373,86.76,17.6666666666667,43.16,18.5333333333333,50.2,16.89,45.2, 6.0000000000000000e+00,735.2,88, 6.00000000000000000,40, 4.0999999999999996e+00,19.0017589717172086239,19.0017589717172086239
2016-01-11T19:10:00.000Z,140,40,20.89,49.8,20.2,46.0266666666667,20.1666666666667,47.6333333333333,19.0333333333333,49.5,17.5933333333333,70.7266666666667, 5.333333333333330373,87.4633333333333,17.6,42.6933333333333,18.6666666666667,50.26,16.89,45.2, 6.0000000000000000e+00,735.233333333333,87.8333333333333, 6.00000000000000000,40, 4.0666666666666700e+00,38.8722610659897327423,38.8722610659897327423
2016-01-11T19:20:00.000Z,120,20,20.89,48.4333333333333,20.2,45.7225,20.1666666666667,47.3,19.175,49.9475,18.0666666666667,79, 5.466666666666670338,87.53,17.6,42.3333333333333,18.73,50.23,16.89,45.1266666666667, 6.0000000000000000e+00,735.266666666667,87.6666666666667, 6.00000000000000000,40, 4.0333333333333297e+00,46.7352615552954375744,46.7352615552954375744
2016-01-11T19:30:00.000Z,190,40,20.9633333333333,47.6333333333333,20.26,45.53,20.2,47.0266666666667,19.26,49.6966666666667,17.6666666666667,79.73, 5.500000000000000000,86.9566666666667,17.5333333333333,42.0666666666667,18.8566666666667,50.29,16.89,45.1266666666667, 6.0000000000000000e+00,735.3,87.5, 6.00000000000000000,40, 4.0000000000000000e+00,10.6071260641328990459,10.6071260641328990459
2016-01-11T19:40:00.000Z,110,40,21.0333333333333,47.0633333333333,20.29,45.2233333333333,20.26,46.8266666666667,19.3233333333333,49.1666666666667,17.6,79.2566666666667, 5.559999999999999609,86.5633333333333,17.6333333333333,43.6333333333333,18.89,50.1633333333333,16.89,45.06, 6.0000000000000000e+00,735.333333333333,87.3333333333333, 6.00000000000000000,40, 3.9666666666666699e+00,32.5836883042939007282,32.5836883042939007282
2016-01-11T19:50:00.000Z,110,40,21.1,46.5966666666667,20.3566666666667,44.9633333333333,20.29,46.6333333333333,19.39,48.4266666666667,17.5666666666667,78.3933333333333, 5.623333333333330408,86.33,17.76,43.6333333333333,18.9633333333333,50.03,16.89,45, 6.0000000000000000e+00,735.366666666667,87.1666666666667, 6.00000000000000000,40, 3.9333333333333300e+00, 6.2777547980658710003, 6.2777547980658710003
2016-01-11T20:00:00.000Z,110,30,21.1333333333333,46.06,20.4266666666667,44.76,20.29,46.4333333333333,19.39,48.1933333333333,17.76,82.46, 5.763333333333330089,86.0633333333333,17.8566666666667,43.46,19,49.76,16.89,44.9666666666667, 6.0000000000000000e+00,735.4,87, 6.00000000000000000,40, 3.8999999999999999e+00,13.3610334363766014576,13.3610334363766014576
2016-01-11T20:10:00.000Z,110,20,21.2,45.8,20.5,44.76,20.39,46.2233333333333,19.39,47.8,18.3566666666667,82.59, 5.656666666666669840,85.59,17.79,43.4,19.0666666666667,49.7,16.89,44.9, 5.9333333333333300e+00,735.466666666667,87.1666666666667, 6.00000000000000000,40, 3.8666666666666698e+00,19.3057046271860599518,19.3057046271860599518
2016-01-11T20:20:00.000Z,100,30,21.29,45.9,20.5333333333333,45.09,20.39,46.09,19.39,47.56,18.3566666666667,70.99, 5.530000000000000249,85.73,17.89,43.79,19.1333333333333,49.6333333333333,16.89,44.79, 5.8666666666666698e+00,735.533333333333,87.3333333333333, 6.00000000000000000,40, 3.8333333333333299e+00, 0.6695166579447686672, 0.6695166579447686672
2016-01-11T20:30:00.000Z,100,20,21.3566666666667,45.8266666666667,20.6666666666667,45.1633333333333,20.39,46.09,19.39,47.5,18.6,62.43, 5.433333333333330017,86.3266666666667,17.89,43.79,19.2,49.4333333333333,16.89,44.79, 5.7999999999999998e+00,735.6,87.5, 6.00000000000000000,40, 3.7999999999999998e+00,19.1193978535011410713,19.1193978535011410713
2016-01-11T20:40:00.000Z,100,20,21.39,45.69,20.7,45.06,20.39,46.09,19.4266666666667,47.9933333333333,18.6666666666667,59.03, 5.500000000000000000,86.6,17.89,43.7,19.23,49.4,16.89,44.7, 5.7333333333333298e+00,735.666666666667,87.6666666666667, 6.00000000000000000,40, 3.7666666666666702e+00,43.4845422860234975815,43.4845422860234975815
2016-01-11T20:50:00.000Z,100,20,21.5,45.3333333333333,20.7,44.9333333333333,20.39,46.06,19.5666666666667,48.4666666666667,18.8233333333333,56.7266666666667, 5.589999999999999858,86.4666666666667,17.865,43.57,19.29,49.3266666666667,16.89,44.7, 5.6666666666666696e+00,735.733333333333,87.8333333333333, 6.00000000000000000,40, 3.7333333333333298e+00,17.0174498343840241432,17.0174498343840241432
2016-01-11T21:00:00.000Z,110,20,21.5,45.1266666666667,20.79,44.6333333333333,20.39,46,19.6666666666667,48.0933333333333,18.9633333333333,55.3333333333333, 5.589999999999999858,86.325,17.79,43.4,19.29,49.1633333333333,16.8233333333333,44.59, 5.5999999999999996e+00,735.8,88, 6.00000000000000000,40, 3.7000000000000002e+00,24.1040057735517621040,24.1040057735517621040
2016-01-11T21:10:00.000Z,400,20,21.5333333333333,44.9666666666667,20.79,44.36,20.4266666666667,45.9333333333333,19.6,47.5,19.0333333333333,54.0933333333333, 5.656666666666669840,86.2266666666667,17.79,43.2233333333333,19.3566666666667,49.03,16.8233333333333,44.53, 5.6500000000000004e+00,735.883333333333,87.8333333333333, 6.16666666666666963,40, 3.7166666666666699e+00,29.9782912712544202805,29.9782912712544202805
2016-01-11T21:20:00.000Z,400,20,21.6,44.7666666666667,20.89,44.2233333333333,20.5,45.9333333333333,19.6966666666667,47.6266666666667,19.1,53.3666666666667, 5.833333333333330373,85.7666666666667,17.79,43.03,19.39,48.8633333333333,16.89,44.59, 5.7000000000000002e+00,735.966666666667,87.6666666666667, 6.33333333333333037,40, 3.7333333333333298e+00,24.6770653524436056614,24.6770653524436056614
2016-01-11T21:30:00.000Z,390,30,21.6,44.56,20.9633333333333,43.9633333333333,20.5,45.79,20.0966666666667,47.5666666666667,19.1583333333333,52.4725, 5.900000000000000355,85.0333333333333,17.79,42.76,19.39,48.8633333333333,16.89,44.5225, 5.7500000000000000e+00,736.05,87.5, 6.50000000000000000,40, 3.7500000000000000e+00, 9.3108800705522298813, 9.3108800705522298813
2016-01-11T21:40:00.000Z,240,20,21.6,44.36,21,43.8333333333333,20.5,45.73,20.5966666666667,47.2233333333333,19.2,51.99, 6.000000000000000000,84.1266666666667,17.79,42.6266666666667,19.34,48.95,16.8233333333333,44.4333333333333, 5.7999999999999998e+00,736.133333333333,87.3333333333333, 6.66666666666666963,40, 3.7666666666666702e+00,41.3686659303493797779,41.3686659303493797779
2016-01-11T21:50:00.000Z,60,20,21.6,44.2,21,43.7,20.5,45.59,20.9966666666667,47.03,19.2225,51.52, 6.000000000000000000,84.06,17.7,42.6266666666667,19.29,49.23,16.89,44.5, 5.8499999999999996e+00,736.216666666667,87.1666666666667, 6.83333333333333037,40, 3.7833333333333301e+00,33.4233369096182286739,33.4233369096182286739
2016-01-11T22:00:00.000Z,60,20,21.6,44.2,21,43.59,20.4175,45.545,21.1666666666667,46.5266666666667,19.29,51.23, 5.966666666666670338,84.79,17.7,42.76,19.3566666666667,49.43,16.89,44.5, 5.9000000000000004e+00,736.3,87, 7.00000000000000000,40, 3.7999999999999998e+00,39.7119930363260209560,39.7119930363260209560
2016-01-11T22:10:00.000Z,60,20,21.6,44.2,21,43.59,20.39,45.6633333333333,21.0333333333333,46.4,19.29,51.06, 5.900000000000000355,85.5966666666667,17.7,43.03,19.39,49.89,16.89,45.0666666666667, 5.7999999999999998e+00,736.4,87.8333333333333, 6.83333333333333037,37, 3.8500000000000001e+00, 5.3971812943927943707, 5.3971812943927943707
2016-01-11T22:20:00.000Z,50,10,21.6,44.2,21,43.7,20.29,45.73,20.9633333333333,46.4333333333333,19.29,50.9333333333333, 5.763333333333330089,86.26,17.7,43.1633333333333,19.39,50.1633333333333,16.89,45.26, 5.7000000000000002e+00,736.5,88.6666666666667, 6.66666666666666963,34, 3.8999999999999999e+00,36.1855473020114004612,36.1855473020114004612
2016-01-11T22:30:00.000Z,70,20,21.5,44.23,20.9266666666667,43.76,20.29,45.79,20.865,46.5675,19.29,50.8633333333333, 5.623333333333330408,86.5933333333333,17.7,43.4,19.39,50.4633333333333,16.89,45.4333333333333, 5.5999999999999996e+00,736.6,89.5, 6.50000000000000000,31, 3.9500000000000002e+00,20.5637214821763336658,20.5637214821763336658
2016-01-11T22:40:00.000Z,60,20,21.5,44.3633333333333,20.89,43.845,20.29,45.79,20.73,46.59,19.29,50.79, 5.589999999999999858,87.4966666666667,17.7,43.4666666666667,19.39,50.7233333333333,16.89,45.56, 5.5000000000000000e+00,736.7,90.3333333333333, 6.33333333333333037,28, 4.0000000000000000e+00,41.0473147057928144932,41.0473147057928144932
2016-01-11T22:50:00.000Z,40,20,21.39,44.4333333333333,20.79,43.79,20.23,45.6566666666667,20.7,46.79,19.2,50.6633333333333, 5.589999999999999858,87.8966666666667,17.7,43.6266666666667,19.39,50.9633333333333,16.89,45.6266666666667, 5.4000000000000004e+00,736.8,91.1666666666667, 6.16666666666666963,25, 4.0499999999999998e+00,32.3530096909962594509,32.3530096909962594509
2016-01-11T23:00:00.000Z,40,10,21.39,44.56,20.79,43.8633333333333,20.2,45.6633333333333,20.6333333333333,46.79,19.2,50.53, 5.589999999999999858,88.6333333333333,17.7,43.76,19.39,51.1633333333333,16.89,45.7, 5.2999999999999998e+00,736.9,92, 6.00000000000000000,22, 4.0999999999999996e+00,39.1466381144709885120,39.1466381144709885120
2016-01-11T23:10:00.000Z,30,20,21.29,44.8266666666667,20.7,44,20.2,45.59,20.5666666666667,46.9333333333333,19.2,50.5, 5.530000000000000249,89.0266666666667,17.7,43.9333333333333,19.4633333333333,51.5,16.89,45.79, 5.2666666666666702e+00,737,92, 6.00000000000000000,25, 4.0666666666666700e+00,27.6518155820667743683,27.6518155820667743683
2016-01-11T23:20:00.000Z,40,20,21.29,44.9666666666667,20.6333333333333,44,20.1666666666667,45.5,20.5,47.1333333333333,19.2,50.4333333333333, 5.530000000000000249,89.4,17.76,44.3333333333333,19.39,51.56,16.89,45.8633333333333, 5.2333333333333298e+00,737.1,92, 6.00000000000000000,28, 4.0333333333333297e+00,26.4859790098853409290,26.4859790098853409290
2016-01-11T23:30:00.000Z,50,20,21.26,45.09,20.6,44.03,20.1,45.5,20.5,47.23,19.1666666666667,50.3633333333333, 5.530000000000000249,89.1933333333333,17.79,44.9633333333333,19.39,51.86,16.89,45.9, 5.2000000000000002e+00,737.2,92, 6.00000000000000000,31, 4.0000000000000000e+00,39.4678115844726562500,39.4678115844726562500
2016-01-11T23:40:00.000Z,310,10,21.2,45.09,20.6,44.09,20.1,45.5,20.4266666666667,47.23,19.1,50.29, 5.400000000000000355,89.4,17.79,45.2233333333333,19.39,52,16.89,45.9666666666667, 5.1666666666666696e+00,737.3,92, 6.00000000000000000,34, 3.9666666666666699e+00, 1.1665601166896522045, 1.1665601166896522045
2016-01-11T23:50:00.000Z,380,20,21.1666666666667,45.23,20.5,44.1266666666667,20.1,45.5,20.46,47.36,19.0666666666667,50.26, 5.200000000000000178,88.99,17.79,45.3266666666667,19.3566666666667,52.09,16.89,46.03, 5.1333333333333302e+00,737.4,92, 6.00000000000000000,37, 3.9333333333333300e+00,23.8615032518282532692,23.8615032518282532692
2016-01-12T00:00:00.000Z,380,20,21.075,45.3725,20.5,44.2,20.1,45.53,20.7933333333333,47.56,19,50.1266666666667, 4.866666666666669805,89.0633333333333,17.79,45.425,19.29,52.1633333333333,16.89,46.09, 5.0999999999999996e+00,737.5,92, 6.00000000000000000,40, 3.8999999999999999e+00,36.6156869335100054741,36.6156869335100054741
2016-01-12T00:10:00.000Z,370,20,21,45.4,20.39,44.2,20.1,45.59,21.2633333333333,47.4666666666667,19,50.09, 4.933333333333330017,91.16,17.79,45.56,19.29,52.5,16.89,46.2, 5.1166666666666698e+00,737.633333333333,92, 5.83333333333333037,40, 3.9166666666666701e+00,34.6365778241306543350,34.6365778241306543350
2016-01-12T00:20:00.000Z,120,10,21,45.59,20.39,44.26,20.1,45.59,21.5966666666667,47.4,19,50.03, 5.000000000000000000,91.4333333333333,17.79,45.73,19.23,52.9,16.89,46.2, 5.1333333333333302e+00,737.766666666667,92, 5.66666666666666963,40, 3.9333333333333300e+00,23.8809811067767441273,23.8809811067767441273
2016-01-12T00:30:00.000Z,50,0,20.9266666666667,45.59,20.29,44.29,20.1666666666667,45.53,21.89,46.9666666666667,19,50.03, 4.866666666666669805,91.26,17.79,45.8633333333333,19.29,53.5,16.89,46.29, 5.1500000000000004e+00,737.9,92, 5.50000000000000000,40, 3.9500000000000002e+00,43.0604738416150212288,43.0604738416150212288
2016-01-12T00:40:00.000Z,40,0,20.89,45.6666666666667,20.23,44.29,20.1333333333333,45.5,21.8233333333333,46.2266666666667,18.9266666666667,50.09, 4.726666666666670125,91.5933333333333,17.79,45.8266666666667,19.29,53.96,16.89,46.4333333333333, 5.1666666666666696e+00,738.033333333333,92, 5.33333333333333037,40, 3.9666666666666699e+00,21.9048553612083196640,21.9048553612083196640
2016-01-12T00:50:00.000Z,50,0,20.89,46.06,20.2,44.4,20.2,45.5,21.6666666666667,46.06,18.89,50.09, 4.466666666666670338,91.76,17.79,45.9666666666667,19.29,54.4633333333333,16.89,46.6333333333333, 5.1833333333333300e+00,738.166666666667,92, 5.16666666666666963,40, 3.9833333333333298e+00,12.2398638515733182430,12.2398638515733182430
2016-01-12T01:00:00.000Z,40,0,20.79,46.2,20.2,44.4666666666667,20.1666666666667,45.5,21.5333333333333,45.9333333333333,18.89,50.1725, 4.333333333333330373,91.76,17.79,46,19.2225,54.7225,16.89,46.8266666666667, 5.2000000000000002e+00,738.3,92, 5.00000000000000000,40, 4.0000000000000000e+00, 3.5339523572474718094, 3.5339523572474718094
2016-01-12T01:10:00.000Z,50,0,20.79,46.2,20.1,44.53,20.125,45.425,21.3566666666667,45.9,18.89,50.2, 4.156666666666669840,91.8333333333333,17.79,46,19.2,54.9666666666667,16.9633333333333,46.9666666666667, 5.1333333333333302e+00,738.4,92, 4.83333333333333037,40, 3.9333333333333300e+00, 4.9733080086298286915, 4.9733080086298286915
2016-01-12T01:20:00.000Z,50,0,20.7,46.26,20.1,44.59,20.1333333333333,45.4,21.23,45.9,18.79,50.09, 4.156666666666669840,92.5666666666667,17.89,46,19.2,54.9666666666667,17,47.23, 5.0666666666666700e+00,738.5,92, 4.66666666666666963,40, 3.8666666666666698e+00,15.8135853591375052929,15.8135853591375052929
2016-01-12T01:30:00.000Z,50,0,20.7,46.2,20,44.4333333333333,20.2,45.5,21.0666666666667,45.9,18.79,50.09, 4.333333333333330373,93.53,17.89,46.06,19.2,54.9,17,47.3633333333333, 5.0000000000000000e+00,738.6,92, 4.50000000000000000,40, 3.7999999999999998e+00,25.9317131596617400646,25.9317131596617400646
2016-01-12T01:40:00.000Z,40,0,20.6,46.2,20,44.5,20.2,45.5,20.9266666666667,45.9,18.79,50.09, 4.333333333333330373,93.3233333333333,17.89,46.09,19.2,54.8633333333333,17,47.53, 4.9333333333333300e+00,738.7,92, 4.33333333333333037,40, 3.7333333333333298e+00,33.1002538208849728107,33.1002538208849728107
2016-01-12T01:50:00.000Z,40,0,20.6,46.1266666666667,20,44.5,20.2,45.4,20.745,45.9,18.73,50.09, 4.190000000000000391,93.1266666666667,17.8233333333333,45.9633333333333,19.1333333333333,54.79,17,47.6633333333333, 4.8666666666666698e+00,738.8,92, 4.16666666666666963,40, 3.6666666666666701e+00,20.3415093594230711460,20.3415093594230711460
2016-01-12T02:00:00.000Z,30,0,20.5666666666667,46.0666666666667,19.89,44.59,20.2,45.4,20.6666666666667,46,18.7,50.09, 4.063333333333329911,92.8666666666667,17.8566666666667,45.9666666666667,19.2,54.9,17,47.8266666666667, 4.7999999999999998e+00,738.9,92, 4.00000000000000000,40, 3.6000000000000001e+00,45.6437962129712104797,45.6437962129712104797
2016-01-12T02:10:00.000Z,20,0,20.5,46.2,19.8233333333333,44.53,20.29,45.4666666666667,20.5333333333333,46,18.7,50.09, 3.863333333333330177,92.9666666666667,17.8566666666667,45.9666666666667,19.2,54.9666666666667,17,47.9, 4.8166666666666700e+00,739.016666666667,92.1666666666667, 4.33333333333333037,40, 3.6333333333333302e+00,14.6801686380058526993,14.6801686380058526993
2016-01-12T02:20:00.000Z,20,0,20.5,46.29,19.79,44.53,20.29,45.4,20.39,46.03,18.7,50.09, 3.790000000000000036,93.0933333333333,17.89,46.2,19.2,55.09,17,48.03, 4.8333333333333304e+00,739.133333333333,92.3333333333333, 4.66666666666666963,40, 3.6666666666666701e+00,22.9532863129861652851,22.9532863129861652851
2016-01-12T02:30:00.000Z,40,0,20.4266666666667,46.23,19.79,44.53,20.2,45.4,20.39,46.1633333333333,18.6333333333333,50.03, 3.895000000000000018,94.045,17.89,46.2,19.2,55.03,17,48.09, 4.8499999999999996e+00,739.25,92.5, 5.00000000000000000,40, 3.7000000000000002e+00,16.6197337093763053417,16.6197337093763053417
2016-01-12T02:40:00.000Z,50,0,20.39,46.29,19.76,44.59,20.2,45.4,20.29,46.2,18.6,50, 4.190000000000000391,94.6566666666667,17.89,46.2,19.2,54.8633333333333,17.0666666666667,48.29, 4.8666666666666698e+00,739.366666666667,92.6666666666667, 5.33333333333333037,40, 3.7333333333333298e+00,32.5435233535245060921,32.5435233535245060921
2016-01-12T02:50:00.000Z,50,0,20.39,46.3633333333333,19.7,44.59,20.2,45.5,20.23,46.26,18.6,50, 4.263333333333330089,94.7966666666667,17.89,46.1266666666667,19.2,54.73,17.0666666666667,48.3633333333333, 4.8833333333333302e+00,739.483333333333,92.8333333333333, 5.66666666666666963,40, 3.7666666666666702e+00,12.9008390358649194241,12.9008390358649194241
2016-01-12T03:00:00.000Z,40,0,20.29,46.5,19.7,44.7,20.26,45.5,20.1,46.29,18.6,50, 4.463333333333330266,95.03,17.89,46.09,19.1,54.56,17.0333333333333,48.4633333333333, 4.9000000000000004e+00,739.6,93, 6.00000000000000000,40, 3.7999999999999998e+00,23.9272624137811362743,23.9272624137811362743
2016-01-12T03:10:00.000Z,50,0,20.29,46.545,19.6333333333333,44.6266666666667,20.29,45.5,20.0333333333333,46.29,18.5333333333333,50, 4.589999999999999858,95.03,17.89,45.92,19.1,54.5,17.0333333333333,48.59, 4.9166666666666696e+00,739.65,92.6666666666667, 5.83333333333333037,40, 3.7666666666666702e+00,38.3155335322953760624,38.3155335322953760624
2016-01-12T03:20:00.000Z,40,0,20.23,46.5,19.6,44.59,20.29,45.5,20,46.4,18.5,50, 4.726666666666670125,94.8666666666667,17.89,45.73,19.1,54.5,17.0333333333333,48.7666666666667, 4.9333333333333300e+00,739.7,92.3333333333333, 5.66666666666666963,40, 3.7333333333333298e+00, 4.2123457184061408043, 4.2123457184061408043
2016-01-12T03:30:00.000Z,40,0,20.2,46.4333333333333,19.6,44.59,20.29,45.5,19.9266666666667,46.4666666666667,18.5,50, 4.799999999999999822,94.7266666666667,17.89,45.7,19.1,54.5,17.0333333333333,48.9, 4.9500000000000002e+00,739.75,92, 5.50000000000000000,40, 3.7000000000000002e+00,43.7660665018483996391,43.7660665018483996391
2016-01-12T03:40:00.000Z,40,0,20.2,46.56,19.5666666666667,44.7,20.29,45.56,19.8566666666667,46.4666666666667,18.5,50, 4.799999999999999822,94.4933333333333,17.89,45.7,19.1,54.4,17.1,49.045, 4.9666666666666703e+00,739.8,91.6666666666667, 5.33333333333333037,40, 3.6666666666666701e+00,16.9536468922160565853,16.9536468922160565853
2016-01-12T03:50:00.000Z,60,0,20.1666666666667,46.3633333333333,19.5,44.7,20.29,45.59,19.79,46.4666666666667,18.5,50, 4.799999999999999822,94.2266666666667,17.89,45.59,19.1,54.4,17.1,49.2, 4.9833333333333298e+00,739.85,91.3333333333333, 5.16666666666666963,40, 3.6333333333333302e+00,41.9720175093971192837,41.9720175093971192837
2016-01-12T04:00:00.000Z,50,0,20.1,46.3633333333333,19.5,44.79,20.29,45.59,19.76,46.59,18.5,50, 4.799999999999999822,94.1266666666667,17.89,45.6633333333333,19.1,54.29,17.1,49.26, 5.0000000000000000e+00,739.9,91, 5.00000000000000000,40, 3.6000000000000001e+00,17.3341744579374790192,17.3341744579374790192
